"","url","social","title","postTags","time","text","views","comments","id"
"11","https://www.finextra.com/newsarticle/32385/metro-bank-opens-developer-portal",22,"Metro Bank opens developer portal","RETAIL BANKING,OPEN APIS",1531483200,"Branch-based Metro bank is upping its digital game with the launch of a developer portal for third party firms to build services on top of its APIs. 
	Built in collaboration with Google’s Apigee team using Apigee’s Edge API management platform, the self-service portal allows access to the bank’s PSD2 API documentation, sample customer data and sandbox.Craig Donaldson, CEO at Metro Bank says: “PSD2 has the power to shake up UK banking and inject more competition and choice into the market. By working with market-leading Apigee API management, our developer portal will provide third parties with the building blocks they need to develop even more products and services to help make customers’ lives easier.”The UK bank has launched its Account Information Service (AIS) and plans to unveil further APIs, says Donaldson, including a Payment Initiation Service (PIS), in the near future.The latest development comes ahead of the forthcoming launch of an AI-powered money management service, Insights, developed with Personetics, and the introduction earlier this year of an online instant account opening service, as the bank begins to complement its branch-based ethos with a slew of new app-based services.Metro Bank began life in 2010 as the first high street bank to open in the UK in 150 years. An unashamed advocate of the old-fashioned values of high touch banking, Metro's customer-friendly store numbers are expected to reach 110 by 2020. ",9694,1,11
"12","https://www.finextra.com/newsarticle/32384/anything-visa-can-domastercard-takes-time-out",28,"Anything Visa can do...Mastercard takes time out","CARDS,PAYMENTS,RETAIL BANKING",1531483200,"Mastercard has followed Visa in suffering an intermittent outage that caused some card payments to be denied overnight. 
	The downtime was first picked up yesterday evening and persisted for a four-hour period until 10pm, hitting customers at multiple banks in the UK and US.""A scheduled system update caused Mastercard transactions to be declined for a brief period of time earlier today,"" Mastercard says. ""The situation has been resolved and all systems are working as normal.""In June, more than five million transactions across Europe failed during an unprecedented 10 hour outage at Visa.The latest glitch is another reversal for the card giants' attempts to evangelise for the utopian vision of a cashless society, highlighting a perilous dependency on card payments as contactless progressively eats into market share of cash. Just today Mastercard was trumpeting a new deal with SIX Payment Services to enable the new Generali Arena football stadium in Vienna to go completely cashless, and in June, debit card payments overtook cash in the UK for the first time, spurred by the rising popularity of contactless and online shopping.
",9188,1,12
"13","https://www.finextra.com/newsarticle/32387/mastercard-enlists-worldpay-to-push-vocalinks-pay-by-bank-app",58,"Mastercard enlists Worldpay to push Vocalink's Pay by Bank app","CARDS,MOBILE & ONLINE,RETAIL BANKING,PAYMENTS,E-COMMERCE",1531742400,"Mastercard is looking to put its Vocalink assets to work, partnering Worldpay to push the 'Pay by Bank' app that lets British online shoppers bypass the card giant's own network. 
	Pay by Bank enables customers of UK businesses to make online payments for goods and services via their banking app, and directly from their bank account.The app was developed by Zapp, a unit set up by VocaLink in 2013 with the aim of bringing real-time mobile payments - in store, online and through apps - to millions of Brits by integrating its system into bank apps and tapping into the Faster Payments rails.The initiative signed up a host of big name retailers and banks ahead of a planned 2015 launch, vowing to win 20 million users by 2017, rivaling traditional payments giants such as Visa and MasterCard - which now owns Vocalink.Yet Pay By Bank has so far failed to live up to the hype and is currently still only available to users of Barclays' Pingit app.Mastercard sees Zapp as an important part of its Vocalink acquisition, giving it a new route into UK debit payments, currently a Visa stronghold.Pay by Bank will finally be made available to HSBC customers later this year, with others to follow. The new Worldpay deal will also see, from early next year, the service pushed to more merchants.Mark Barnett, president, Mastercard in UK, Ireland, Nordics & Baltics, says the app is ""set to play a big role in UK digital commerce, as more banks and merchants offer this as a payment option to millions of their customers"".
",8316,19,13
"14","https://www.finextra.com/newsarticle/32381/citi-to-streamline-corporate-receivables-with-highradius",9,"Citi to streamline corporate receivables with HighRadius","TRANSACTION BANKING,POST-TRADE & OPS,WHOLESALE BANKING,PAYMENTS,ARTIFICIAL INTELLIGENCE",1531396800,"Citi is to use machine-learning tools from HighRadius to provide corporate clients with a more streamlined way to match payments received with expected receipts. 
	The application, dubbed Citi Smart Match, is designed for large or complex companies that manage a high volume of payments where the remittance information is either missing or received separately from the payment. Cash application can also be hindered by inconsistent payer behavior and payment mechanisms used, leading to an arduous reconciliation chore.The High Radius software helps to streamline the receivables-to-cash cycle by automatically identifying payers and associated remittance data which may be sent separetly. The remittance data is extracted and used to match payments to open receivables ready for uploading to client ERP system.Bank of America recently rolled out an equivalent HighRadius application within its global transaction services unit. For Citi, the adoption of the technoloy makes good on a strategic investment made by its Ventures Unit in 11-year old HighRadius in February this year.“Our partnership with HighRadius demonstrates our continued engagement with fintechs and the commitment to being the best for our clients,"" says Manish Kohli, global head of payments and receivables at Citi. ""By joining forces with fintechs like HighRadius, we can rapidly advance the use of new-age technologies across our global footprint and develop solutions such as Citi Smart Match, to provide tangible value to our clients’ business.""
",7960,0,14
"15","https://www.finextra.com/newsarticle/32377/banks-stand-to-reap-512-billion-revenue-boost-from-intelligent-automation",59,"Banks stand to reap $512 billion revenue boost from 'intelligent automation'","ARTIFICIAL INTELLIGENCE,WHOLESALE BANKING,RETAIL BANKING,MOBILE & ONLINE",1531396800,"With banks the world over exploring the business case for AI and robotic automation, a new report estimates that hundreds of billions of dollars in additional revenue may be up for grabs as the focus moves away from costs savings to income generation.  
	To date, automation technologies, such as RPA, have been implemented by the financial services industry to drive down costs and create efficiencies. But a new front is opening, with the deployment of machine learning tools for customer-facing interactions seen as new weapon in the armoury of banks facing the threat of competition from Big Tech players like Amazon and Alphabet. Capgemini interviewed 1500 senior executives from 750 global organisations to draw out the benefits and challenges facing banks as they enter a new machine-learning era.The study found that, on average, over one-third of financial services firms have seen a 2-5% increase in topline growth from automation, with faster time-to-market and improved cross-selling efforts as the key factors that influence gains. Meanwhile, 64% of organisations from across different segments have seen improvement in customer satisfaction by more than 60% through intelligent automation. The report finds that more than half of firms (55%) are focused on increasing customer satisfaction through automation, while close to half (45%) see growing revenue as a key objective. Capgemini estimates that the financial services industry could expect to add up to $512bn to global revenues by 2020 through ‘intelligent automation'.Challenges remain however, with a dearth of talent and legacy infrastructures seen as key barriers to adoption. According to the report, only 10% of companies have implemented the technology to scale, with the majority of firms struggling with business, technology, and people challenges. Further, only around one in four has the technological maturity to implement cognitive automation technologies comprising machine learning, computer vision, and biometrics. Most organisations still have RPA, or - at best - Natural Language Processing (NLP), forming the backbone of their automation initiatives. Anirban Bose, head of Capgemini’s Financial Services Global Business Unit says: “The most visionary financial services firms have leaders with a sophisticated view of the potential impact automation can have throughout their business. And they are already reaping the rewards. Hundreds of billions of dollars in automation-generated revenue is up for grabs in the coming years. Only those companies that deploy this technology in a way that looks beyond cost cutting and focuses on creating value for customers and shareholders will be able to win in the marketplace.”
",7766,4,15
"16","https://www.finextra.com/newsarticle/32391/fintech-startups-told-to-follow-the-money-or-crash-and-burn",30,"Fintech startups told to follow the money or crash and burn","RETAIL BANKING,START UPS,WHOLESALE BANKING",1531828800,"Nine out of ten fintech startups fail to get beyond the seed stage, as risk-averse investors prefer to wave their wallets at later-stage companies. 
	According to data from Medici, the average sums offered for seed-stage companies in 2010 were $6.84 million, with $20.31 million allocated to early-stage VC rounds, and $26.64 million for VC rounds. In 2017, the average figures plummeted to $3 million for seed-stage companies but grew to $41 million for early-stage VC rounds and $1.566 billion for large-stage VC rounds.Medici says the data contains a stark message for entrepreneurs who are just starting out, pointing to anecdotal evidence of a 90% failure rate for bootstrapped startups. By Series A, the survival rate of US startups generally gets to about 40%, says the firm, to ~25% by Series B, and by Series D it drops to about 5%.""With 9 out of 10 startups failing, the one that becomes a hit has to be not just incrementally better than the competition but offer a 10X better experience"" says Medici. ""To become that one startup out of ten, a startup requires significant resource investments - time, talent - all of which comes down to money - to dive deep into understanding the market, performing research, building the product, testing, etc. None of that is possible without funding.""For the starry-eyed innovators out there, the silver lining comes from an exploding range of alternatives to VC funding, including multiple forms of crowdfunding, government-sponsored financing, and big bank venture funds, a trend which Medici refers to as the 'democratisation of startup financing'.
",4846,0,16
"17","https://www.finextra.com/newsarticle/32367/tp-icap-fires-boss-phizackerley-as-brexit-costs-mount",8,"TP-Icap fires boss Phizackerley as Brexit costs mount","BREXIT,TRADE EXECUTION,WHOLESALE BANKING,POST-TRADE & OPS,FINDEX,PEOPLE",1531224000,"Broker TP-Icap has fired boss John Phizackerley as it braces for a hit to profits from Brexit-related costs. 
	Phizackerley's sudden departure comes as the firm warns that underlying operating profit for 2018 will feel the brunt of an additional £10m in costs relating to Brexit, MiFID II, regulatory and legal costs and IT security. This figure is expected to increase to £25 million in 2019. In addition, new UK regulatory capital requirements and the refinancing of the firm's revolving credit facility are likely to increase finance costs in 2018 to around £35m. As a result, earnings per share for 2018 are expected to dip below the bottom-end of the range of analyst expectations. Expected cost-saving synergies from the acquisition of Icap are also being revised downwards from £100m to £75m by the end of 2019 on an annualised basis. An additional £15 million is also being set aside for ""strategic organic investments"" to grow the merged business. Rupert Robson, chairman, says: ""The evolving landscape is driving up costs across our industry. The acquisition of Icap has given us greater scale to withstand this pressure. The potential for these combined businesses remains extremely compelling and this will be evidenced in the coming years. However, it has become clear that a change of leadership is required to execute our medium-term growth strategy and deliver the detail of the integration process.""Phizackerley is leaving his post with immediate effect, says Robson, to be replaced by the firm's global broking head Nicolas Breteau.
",4078,0,17
"18","https://www.finextra.com/newsarticle/31687/london-mayor-warns-of-hard-brexit-threat-to-london-tech-hub-status",29,"London Mayor warns of Hard Brexit threat to London tech hub status","RETAIL BANKING,WHOLESALE BANKING,BREXIT,START UPS",1518782400,"London Mayor Sadiq Khan is repeating his call for the UK to remain a part of the EU Single Market and Customs Union as new data demonstrates the UK capital's continued appeal as a magnet for international tech talent. 
	Analysis of LinkedIn’s members based in the EU reveals that London is the number one city for European tech talent moving for work, with the capital welcoming more EU tech workers than any other European city last year. London was also the most attractive European destination for international tech talent from outside of the EU in 2017.Joshua Graff, head of LinkedIn UK says: “Since the Brexit result we’ve regularly analysed our data to help companies understand how it may impact their business as it relates to talent. It's clear that within the technology sector, London remains an incredibly attractive place for people to further their careers, develop new skills and find employment. We continue to encourage businesses to speak-up about why it's so important for companies to continue being able to seamlessly access skilled professionals from around the world. It's this diversity that helps British businesses thrive.”Separate research by global developer community Stack Overflow shows that London is home to more software developers than any other European city, with over 250,000 workers across the capital. Based on fresh analysis of Stack Overflow’s 50 million monthly users, London is the top European hub for professional developers, followed by Paris, Madrid and Berlin. The Mayor of London, Sadiq Khan, says: “It’s vital that London’s tech businesses continue to have unrestricted access to the best tech talent from Europe and the rest of the world. The best way to do this is for London and the UK to remain part of the Single Market and Customs Union, and I will continue to lobby the Government on this in order to protect our status as a global tech hub, while also investing in homegrown talent to ensure that young Londoners share in the benefits of digital growth.”The global appeal of London’s tech hub was further boosted by the news that 2017 was a record year for venture capital investment into the city’s tech businesses. In the capital's vibrant fintech sector, venture capital investment more than doubled in 2017 to reach $1.8 billion, with 54% of the total coming from overseas VCs. 
",7818,0,18
"19","https://www.finextra.com/newsarticle/31343/brexit-uncertainty-causing-skills-gap-say-uk-tech-leaders",15,"Brexit uncertainty causing skills gap say UK tech leaders","WHOLESALE BANKING,TRANSACTION BANKING,START UPS,RETAIL BANKING,BREXIT,HUMAN RESOURCES,LEGAL,RESEARCH/ANALYSIS",1510833600,"The ongoing uncertainty around freedom of movement post-Brexit is affecting the recruitment of technology talent and causing concern among UK tech entrepreneurs about a possible skills shortage. 
	At the same time, the UK's leading banks have called for a special three year deal protecting the freedom of movement for financial services workers post-Brexit, according to a report in the Financial Times.
The worry about a tech skills gap was reported in a survey of 5,400 tech founders by industry body Tech London Advocates which revealed that more than a third had failed to complete prospective hires because of worries about immigration.
The report comes a day after the UK government announced a plan to double the amount of tier 1 work visas granted to ""exceptional talent""  to 2,000 a year specifically to quell any fears over a so-called Brexodus of highly skilled tech workers from Europe working in the UK or a failure to recruit any more in the future.
Announcing the measures, British prime minister Teresa May said she was in no doubt that the UK ""would remain a brilliant place to build a tech business"" post-Brexit.
But  some of the tech leaders invited to Downing Street to hear the plan told the Financial Times that the measures, while welcome, would not be enough and called for the visa plans to be extended, not least in the provision of tier 2 work visas for mid-ranking web and software engineers that are currently in short supply.
And Tech London Advocates founder Russ Shaw told the Financial Times that many startups also require administrative assistance when dealing with work visas and called for the rules around the recruitment of foreign nationals to be relaxed so that venture capital firms or tech incubators could sponsor some of the visa applications and thereby relief the pressure on both startups and the Home Office.
It is not just tech firms that are concerned about the personnel effects of Brexit. Numerous banks have warned about losing key staff as a result of post-Brexit immigration issues.
A report just published by industry banking body UK Finance, consultant Global Counsel and law firm Clifford Chance has called on the government to enshrine freedom of movement for financial services workers across Europe and the UK for at least three years following Brexit as part of a UK-EU free trade agreement that is “based on mutual acceptance of regulatory and supervisory co-operation and reciprocity”,
Britan's Brexit minsiter David Davis had referred to plans to negotiate a deal for the UK's financial services sector earlier this week and while UK Finance chief executive Stephen Jones told the Financial Times that the minister had been ""constructive"", he also called for more urgency saying that ""we are wasting time and need to start negotiating this now"". 
 
",10178,0,19
"20","https://www.finextra.com/newsarticle/31256/ubs-says-1000-jobs-brexit-exodus-is-unlikely",11,"UBS says 1,000 jobs Brexit exodus is ""unlikely""","BLOCKCHAIN,RETAIL BANKING,BREXIT,WHOLESALE BANKING,TRANSACTION BANKING,PEOPLE,VIRTUAL CURRENCY",1509105600,"Swiss bank UBS has said that a migration of more than 1,000 jobs from London as a result of Brexit is ""more and more unlikely"" after receiving ""regulatory and political clarifications"". 
	The comments, reported by the Financial Times, came from the bank's chief executive Sergio Ermotti who was speaking to reporters on a conference call in which he also expressed doubt about the viability of cryptocurrencies but much more support for the underlying distributed ledger technology.
But it was the CEO's comments on Brexit that garnered most interest. Back in January the bank's chairman Axel Weber had warned that more than a fifth of the 5,000 UBS staff employed in London could be forced to move as a result of Brexit.
The fears were downplayed by Ermotti though who said that the ""worse case scenario"" was looking ""more and more unlikely... because we also got some regulatory and political clarifications about what we need to do"". 
Ermotti did also say that the bank is clarifying its plans about where people will need and want to go once Brexit is enacted but the target is ""to keep as many people in London as we can"".
He did not give details as to what the aforementioned clarifications were but Ermotti's comments are likely to be welcomed by Brexit supporters who are keen to play down fears that the decision to leave the EU will lead to a job exodus. 
As regards the bank's blockchain plans, CNBC reported that Ermotti said he was not necessarily a beliver in cryptocurrencies, ""but I believe there is a future for blockchain technology, and technology will play a big role in changing and reshaping our industry"".
UBS is one of the partners in blockchain project Batavia, along with IBM and some other banks including Bank of Montreal and Commerzbank.
""Our strategy there is very simple,"" said Ermotti. ""We try to initiate and get as many other financial institutions and clients into teams like trade finance with other banks and IBM was a successful venture,"" Ermotti said.
",13701,0,20
"21","https://www.finextra.com/newsarticle/31013/france-and-swedens-fintech-ambitions-get-brexit-boost",31,"France and Sweden's fintech ambitions get Brexit boost","WHOLESALE BANKING,TRANSACTION BANKING,BREXIT,RETAIL BANKING,START UPS,BLOCKCHAIN,RISK & REGULATION,NON-BANK COMPETITORS,RESEARCH/ANALYSIS",1504094400,"The UK's divorce from the EU has led to France and Sweden gaining a larger share of the number of fintech deals done within the Union, according to the research firm CBInsights. 
	The survey, European Fintech Trends, showed the difference in the number and regional share of fintech deals among European countries and while the UK still leads the way with a 34% share, it has fallen from the 45% it enjoyed back in 2014.
France and Sweden have been the two biggest beneficaries from this drop, experiencing boosts of five and three percentage points respectively - France now has 11% of the deals while Sweden has 12%. 
That said, the overall capital raised by fintech-related ventures has increased in the same period. So far in 2017, venture capitalists have invested $2.6bn, surpassing the previous annual record and more than doubling the total raised in 2013. CBInsights forecasts that the 2017 total will exceed $4bn by year-end.
Nevertheless, the concern is that the UK is seeing its influence in the European fintech marekt diminish as a result of Brexit. A number of UK-based startups have highlighted the restricted access to the European Investment Fund, a large, EU-run source of venture capital, as one of the negative impacts from Brexit along with potential difficulties in recruiting skilled tech staff from overseas. 
The report also highlights a number of other fintech trends, such as the rise of insurtech where financing increased from $13m in 2015 to $129m in 2016 and looks set to rise further this year.
The report also showcases the growth of blockchain projects, many of them led by national governments in Sweden, ther UK, Ukraine and Estonia. Meanwhile, for private blockchain projects, Switzerland is emerging as a hub of choice within Europe. 
""Switzerland has proved itself a regulatory haven for blockchain startups, while the technology’s decentralized funding mechanism lends itself to borderless innovation,"" states the report.
 
 
",19636,0,21
